"attendedFeature","testedFeaturePair","sizeTempo","colorTempo","rectBaseSize","sizeChangeRate","sizeChangeAmount","rectChangedSize","baseColor","colorHueChangeAmount","colorHueChangeRate","colorChangedColor","sizeChangeLog","colorChangeLog","keypressLog","displayDurationSet","displayDurationActualized","trial_category","trial_type","trial_index","time_elapsed","internal_node_id","trial","gender","age","attentionScore","participantID","experiment_start_time","experiment_end_time","browser"
"color","color-size","500","450","[50,100]","1.2","[10,20]","[60,120]","hsl(210, 100%, 50%)","80","2.625","hsl(290, 100%, 50%)","[{""timeMs"":508,""rectSize"":[60,120]},{""timeMs"":1009,""rectSize"":[50,100]},{""timeMs"":1509,""rectSize"":[60,120]},{""timeMs"":2009,""rectSize"":[50,100]},{""timeMs"":2510,""rectSize"":[60,120]},{""timeMs"":3010,""rectSize"":[50,100]},{""timeMs"":3511,""rectSize"":[60,120]},{""timeMs"":4011,""rectSize"":[50,100]},{""timeMs"":4512,""rectSize"":[60,120]},{""timeMs"":5012,""rectSize"":[50,100]},{""timeMs"":5529,""rectSize"":[60,120]},{""timeMs"":6029,""rectSize"":[50,100]},{""timeMs"":6530,""rectSize"":[60,120]},{""timeMs"":7030,""rectSize"":[50,100]},{""timeMs"":7531,""rectSize"":[60,120]},{""timeMs"":8047,""rectSize"":[50,100]},{""timeMs"":8548,""rectSize"":[60,120]},{""timeMs"":9049,""rectSize"":[50,100]},{""timeMs"":9549,""rectSize"":[60,120]},{""timeMs"":10050,""rectSize"":[50,100]},{""timeMs"":10550,""rectSize"":[60,120]},{""timeMs"":11050,""rectSize"":[50,100]},{""timeMs"":11551,""rectSize"":[60,120]},{""timeMs"":12051,""rectSize"":[50,100]},{""timeMs"":12568,""rectSize"":[60,120]},{""timeMs"":13069,""rectSize"":[50,100]},{""timeMs"":13569,""rectSize"":[60,120]},{""timeMs"":14069,""rectSize"":[50,100]},{""timeMs"":14570,""rectSize"":[60,120]},{""timeMs"":15070,""rectSize"":[50,100]},{""timeMs"":15571,""rectSize"":[60,120]},{""timeMs"":16071,""rectSize"":[50,100]},{""timeMs"":16572,""rectSize"":[60,120]},{""timeMs"":17072,""rectSize"":[50,100]},{""timeMs"":17572,""rectSize"":[60,120]},{""timeMs"":18073,""rectSize"":[50,100]},{""timeMs"":18573,""rectSize"":[60,120]},{""timeMs"":19074,""rectSize"":[50,100]},{""timeMs"":19574,""rectSize"":[60,120]},{""timeMs"":20074,""rectSize"":[50,100]},{""timeMs"":20575,""rectSize"":[60,120]},{""timeMs"":21075,""rectSize"":[50,100]},{""timeMs"":21576,""rectSize"":[60,120]},{""timeMs"":22076,""rectSize"":[50,100]},{""timeMs"":22577,""rectSize"":[60,120]},{""timeMs"":23077,""rectSize"":[50,100]},{""timeMs"":23577,""rectSize"":[60,120]},{""timeMs"":24078,""rectSize"":[50,100]},{""timeMs"":24578,""rectSize"":[60,120]},{""timeMs"":25078,""rectSize"":[50,100]},{""timeMs"":25579,""rectSize"":[60,120]},{""timeMs"":26079,""rectSize"":[50,100]},{""timeMs"":26580,""rectSize"":[60,120]},{""timeMs"":27080,""rectSize"":[50,100]},{""timeMs"":27581,""rectSize"":[60,120]},{""timeMs"":28081,""rectSize"":[50,100]},{""timeMs"":28581,""rectSize"":[60,120]},{""timeMs"":29082,""rectSize"":[50,100]},{""timeMs"":29582,""rectSize"":[60,120]}]","[{""timeMs"":458,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":909,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":1359,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":1809,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":2260,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":2710,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":3160,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":3611,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":4061,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":4512,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":4962,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":5412,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":5863,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":6313,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":6763,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":7214,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":7664,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":8115,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":8565,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":9015,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":9466,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":9916,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":10366,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":10817,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":11284,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":11734,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":12185,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":12635,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":13085,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":13536,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":13986,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":14436,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":14887,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":15337,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":15788,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":16238,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":16688,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":17139,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":17589,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":18039,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":18490,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":18940,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":19390,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":19841,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":20291,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":20742,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":21192,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":21642,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":22093,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":22543,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":22993,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":23444,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":23894,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":24345,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":24812,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":25262,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":25712,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":26163,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":26613,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":27080,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":27530,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":27981,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":28431,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":28898,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":29349,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":29799,""colorHsl"":""hsl(210, 100%, 50%)""}]","[{""time_ms"":1013},{""time_ms"":2566},{""time_ms"":3577},{""time_ms"":4433},{""time_ms"":5493},{""time_ms"":6320},{""time_ms"":7088},{""time_ms"":7987},{""time_ms"":8865},{""time_ms"":9813},{""time_ms"":10732},{""time_ms"":11655},{""time_ms"":12510},{""time_ms"":13435},{""time_ms"":14355},{""time_ms"":15277},{""time_ms"":16156},{""time_ms"":16964},{""time_ms"":17798},{""time_ms"":18742},{""time_ms"":19757},{""time_ms"":20658},{""time_ms"":21465},{""time_ms"":22344},{""time_ms"":23265},{""time_ms"":24192},{""time_ms"":25159},{""time_ms"":26033},{""time_ms"":26913},{""time_ms"":27880},{""time_ms"":28848},{""time_ms"":29749}]","30000","30015.8","test","rhytmicFeatureChangeTask","18","365424","0.0-17.0","1","female","30","74","fdta-tap-1pair_p1.1_","""2025-11-24T16:27:20.650Z""","""2025-11-24T16:50:31.489Z""","{""browser"":""Chrome"",""version"":""141""}"
"color","color-size","350","400","[50,100]","1.2","[10,20]","[60,120]","hsl(210, 100%, 50%)","80","2.625","hsl(290, 100%, 50%)","[{""timeMs"":353,""rectSize"":[60,120]},{""timeMs"":704,""rectSize"":[50,100]},{""timeMs"":1054,""rectSize"":[60,120]},{""timeMs"":1404,""rectSize"":[50,100]},{""timeMs"":1754,""rectSize"":[60,120]},{""timeMs"":2104,""rectSize"":[50,100]},{""timeMs"":2455,""rectSize"":[60,120]},{""timeMs"":2822,""rectSize"":[50,100]},{""timeMs"":3172,""rectSize"":[60,120]},{""timeMs"":3522,""rectSize"":[50,100]},{""timeMs"":3873,""rectSize"":[60,120]},{""timeMs"":4223,""rectSize"":[50,100]},{""timeMs"":4573,""rectSize"":[60,120]},{""timeMs"":4923,""rectSize"":[50,100]},{""timeMs"":5274,""rectSize"":[60,120]},{""timeMs"":5624,""rectSize"":[50,100]},{""timeMs"":5974,""rectSize"":[60,120]},{""timeMs"":6325,""rectSize"":[50,100]},{""timeMs"":6675,""rectSize"":[60,120]},{""timeMs"":7025,""rectSize"":[50,100]},{""timeMs"":7376,""rectSize"":[60,120]},{""timeMs"":7742,""rectSize"":[50,100]},{""timeMs"":8093,""rectSize"":[60,120]},{""timeMs"":8443,""rectSize"":[50,100]},{""timeMs"":8793,""rectSize"":[60,120]},{""timeMs"":9143,""rectSize"":[50,100]},{""timeMs"":9494,""rectSize"":[60,120]},{""timeMs"":9844,""rectSize"":[50,100]},{""timeMs"":10194,""rectSize"":[60,120]},{""timeMs"":10545,""rectSize"":[50,100]},{""timeMs"":10895,""rectSize"":[60,120]},{""timeMs"":11245,""rectSize"":[50,100]},{""timeMs"":11596,""rectSize"":[60,120]},{""timeMs"":11963,""rectSize"":[50,100]},{""timeMs"":12313,""rectSize"":[60,120]},{""timeMs"":12663,""rectSize"":[50,100]},{""timeMs"":13014,""rectSize"":[60,120]},{""timeMs"":13364,""rectSize"":[50,100]},{""timeMs"":13714,""rectSize"":[60,120]},{""timeMs"":14081,""rectSize"":[50,100]},{""timeMs"":14431,""rectSize"":[60,120]},{""timeMs"":14781,""rectSize"":[50,100]},{""timeMs"":15132,""rectSize"":[60,120]},{""timeMs"":15482,""rectSize"":[50,100]},{""timeMs"":15832,""rectSize"":[60,120]},{""timeMs"":16183,""rectSize"":[50,100]},{""timeMs"":16550,""rectSize"":[60,120]},{""timeMs"":16900,""rectSize"":[50,100]},{""timeMs"":17250,""rectSize"":[60,120]},{""timeMs"":17600,""rectSize"":[50,100]},{""timeMs"":17951,""rectSize"":[60,120]},{""timeMs"":18301,""rectSize"":[50,100]},{""timeMs"":18651,""rectSize"":[60,120]},{""timeMs"":19002,""rectSize"":[50,100]},{""timeMs"":19352,""rectSize"":[60,120]},{""timeMs"":19702,""rectSize"":[50,100]},{""timeMs"":20053,""rectSize"":[60,120]},{""timeMs"":20403,""rectSize"":[50,100]},{""timeMs"":20753,""rectSize"":[60,120]},{""timeMs"":21103,""rectSize"":[50,100]},{""timeMs"":21454,""rectSize"":[60,120]},{""timeMs"":21804,""rectSize"":[50,100]},{""timeMs"":22154,""rectSize"":[60,120]},{""timeMs"":22505,""rectSize"":[50,100]},{""timeMs"":22855,""rectSize"":[60,120]},{""timeMs"":23205,""rectSize"":[50,100]},{""timeMs"":23555,""rectSize"":[60,120]},{""timeMs"":23906,""rectSize"":[50,100]},{""timeMs"":24256,""rectSize"":[60,120]},{""timeMs"":24606,""rectSize"":[50,100]},{""timeMs"":24957,""rectSize"":[60,120]},{""timeMs"":25307,""rectSize"":[50,100]},{""timeMs"":25657,""rectSize"":[60,120]},{""timeMs"":26007,""rectSize"":[50,100]},{""timeMs"":26358,""rectSize"":[60,120]},{""timeMs"":26708,""rectSize"":[50,100]},{""timeMs"":27058,""rectSize"":[60,120]},{""timeMs"":27409,""rectSize"":[50,100]},{""timeMs"":27775,""rectSize"":[60,120]},{""timeMs"":28126,""rectSize"":[50,100]},{""timeMs"":28476,""rectSize"":[60,120]},{""timeMs"":28826,""rectSize"":[50,100]},{""timeMs"":29177,""rectSize"":[60,120]},{""timeMs"":29527,""rectSize"":[50,100]},{""timeMs"":29877,""rectSize"":[60,120]}]","[{""timeMs"":403,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":803,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":1204,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":1604,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":2004,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":2404,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":2822,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":3222,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":3622,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":4023,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":4423,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":4823,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":5224,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":5624,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":6024,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":6425,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":6825,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":7225,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":7642,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":8043,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":8443,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":8843,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":9244,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":9644,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":10044,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":10445,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":10845,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":11245,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":11646,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":12046,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":12446,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":12847,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":13247,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":13647,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":14048,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":14448,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":14848,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":15249,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":15666,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":16066,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":16466,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":16867,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":17267,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":17667,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":18068,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":18468,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":18868,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":19268,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":19669,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":20086,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":20486,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":20886,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":21287,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":21687,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":22087,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":22488,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":22888,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":23288,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":23689,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":24089,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":24489,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":24890,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":25290,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":25691,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":26107,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":26508,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":26908,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":27308,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":27709,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":28109,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":28509,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":28910,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":29310,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":29711,""colorHsl"":""hsl(210, 100%, 50%)""}]","[{""time_ms"":695},{""time_ms"":1462},{""time_ms"":2204},{""time_ms"":3020},{""time_ms"":3804},{""time_ms"":4705},{""time_ms"":5465},{""time_ms"":6258},{""time_ms"":6998},{""time_ms"":7783},{""time_ms"":8596},{""time_ms"":9383},{""time_ms"":10127},{""time_ms"":10866},{""time_ms"":11680},{""time_ms"":12531},{""time_ms"":13344},{""time_ms"":14173},{""time_ms"":15098},{""time_ms"":15884},{""time_ms"":16697},{""time_ms"":17532},{""time_ms"":18338},{""time_ms"":19103},{""time_ms"":19959},{""time_ms"":20790},{""time_ms"":21577},{""time_ms"":22458},{""time_ms"":23222},{""time_ms"":24121},{""time_ms"":25023},{""time_ms"":26574},{""time_ms"":27383},{""time_ms"":28173},{""time_ms"":28913},{""time_ms"":29700}]","30000","30010.6","test","rhytmicFeatureChangeTask","22","405223","0.0-20.0","2","female","30","74","fdta-tap-1pair_p1.1_","""2025-11-24T16:27:20.650Z""","""2025-11-24T16:50:31.489Z""","{""browser"":""Chrome"",""version"":""141""}"
