"trial_type","trial_index","time_elapsed","internal_node_id","gender","age","attentionScore","participantID","experimentStartTime","experimentEndTime","browser","rt","stimulus","response","trial_category","mobile","success","sizeTempo","colorTempo","rectBaseSize","sizeChangeRate","sizeChangeAmount","rectChangedSize","baseColor","colorHueChangeAmount","colorHueChangeRate","colorChangedColor","sizeChangeLog","colorChangeLog","keypressLog","displayDurationSet","attendedFeature","testedFeaturePair","displayDurationActualized","trial","value"
"html-keyboard-response","24","306030","0.0-21.0-1.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","22837","[""<div class='jspsych-display-element' style='justify-content: center; align-items: center; min-height: 80vh; width: 100%;'><div style='display: inline-block; margin: 0 auto; color: black; font-size: 2.5vh; line-height: 3.2vh; padding: 10px 200px 10px 200px; text-align: left'><p><div style='color: red; display: inline-block;'> <h1>Track Size</h1> </div> changes and <div style='color: red; display: inline-block;'> <h1>ignore Color</h1> </div> changes.</p><p>Press Enter to start the display.</p></div></div>""]","enter","trialStartWaiting","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","25","306651","0.0-22.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","null","<p style='color: white; font-size: 50px; text-align: center'>+</p>","null","ITI","","","","","","","","","","","","","","","","","","","","",""
"rhytmicFeatureChangeTask","26","336657","0.0-23.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","","","","test","","","450","500","[50,100]","1.2","[10,20]","[60,120]","hsl(210, 100%, 50%)","80","2.625","hsl(290, 100%, 50%)","[{""timeMs"":454,""rectSize"":[60,120]},{""timeMs"":919,""rectSize"":[50,100]},{""timeMs"":1370,""rectSize"":[60,120]},{""timeMs"":1836,""rectSize"":[50,100]},{""timeMs"":2301,""rectSize"":[60,120]},{""timeMs"":2752,""rectSize"":[50,100]},{""timeMs"":3216,""rectSize"":[60,120]},{""timeMs"":3683,""rectSize"":[50,100]},{""timeMs"":4149,""rectSize"":[60,120]},{""timeMs"":4615,""rectSize"":[50,100]},{""timeMs"":5081,""rectSize"":[60,120]},{""timeMs"":5531,""rectSize"":[50,100]},{""timeMs"":5996,""rectSize"":[60,120]},{""timeMs"":6447,""rectSize"":[50,100]},{""timeMs"":6913,""rectSize"":[60,120]},{""timeMs"":7378,""rectSize"":[50,100]},{""timeMs"":7828,""rectSize"":[60,120]},{""timeMs"":8294,""rectSize"":[50,100]},{""timeMs"":8747,""rectSize"":[60,120]},{""timeMs"":9211,""rectSize"":[50,100]},{""timeMs"":9678,""rectSize"":[60,120]},{""timeMs"":10142,""rectSize"":[50,100]},{""timeMs"":10594,""rectSize"":[60,120]},{""timeMs"":11059,""rectSize"":[50,100]},{""timeMs"":11525,""rectSize"":[60,120]},{""timeMs"":11990,""rectSize"":[50,100]},{""timeMs"":12456,""rectSize"":[60,120]},{""timeMs"":12926,""rectSize"":[50,100]},{""timeMs"":13390,""rectSize"":[60,120]},{""timeMs"":13842,""rectSize"":[50,100]},{""timeMs"":14304,""rectSize"":[60,120]},{""timeMs"":14754,""rectSize"":[50,100]},{""timeMs"":15220,""rectSize"":[60,120]},{""timeMs"":15687,""rectSize"":[50,100]},{""timeMs"":16152,""rectSize"":[60,120]},{""timeMs"":16620,""rectSize"":[50,100]},{""timeMs"":17085,""rectSize"":[60,120]},{""timeMs"":17552,""rectSize"":[50,100]},{""timeMs"":18016,""rectSize"":[60,120]},{""timeMs"":18466,""rectSize"":[50,100]},{""timeMs"":18917,""rectSize"":[60,120]},{""timeMs"":19381,""rectSize"":[50,100]},{""timeMs"":19831,""rectSize"":[60,120]},{""timeMs"":20297,""rectSize"":[50,100]},{""timeMs"":20764,""rectSize"":[60,120]},{""timeMs"":21229,""rectSize"":[50,100]},{""timeMs"":21680,""rectSize"":[60,120]},{""timeMs"":22145,""rectSize"":[50,100]},{""timeMs"":22595,""rectSize"":[60,120]},{""timeMs"":23045,""rectSize"":[50,100]},{""timeMs"":23510,""rectSize"":[60,120]},{""timeMs"":23976,""rectSize"":[50,100]},{""timeMs"":24442,""rectSize"":[60,120]},{""timeMs"":24909,""rectSize"":[50,100]},{""timeMs"":25375,""rectSize"":[60,120]},{""timeMs"":25841,""rectSize"":[50,100]},{""timeMs"":26307,""rectSize"":[60,120]},{""timeMs"":26758,""rectSize"":[50,100]},{""timeMs"":27223,""rectSize"":[60,120]},{""timeMs"":27689,""rectSize"":[50,100]},{""timeMs"":28156,""rectSize"":[60,120]},{""timeMs"":28621,""rectSize"":[50,100]},{""timeMs"":29088,""rectSize"":[60,120]},{""timeMs"":29553,""rectSize"":[50,100]}]","[{""timeMs"":504,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":1020,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":1536,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":2052,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":2569,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":3083,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":3599,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":4115,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":4631,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":5148,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":5664,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":6179,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":6680,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":7195,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":7713,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":8230,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":8747,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":9260,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":9761,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":10278,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":10793,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":11307,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":11824,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":12339,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":12856,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":13372,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":13873,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":14390,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":14904,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":15419,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":15921,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":16436,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":16951,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":17451,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":17966,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":18483,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":18998,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":19515,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":20031,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":20548,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":21063,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":21579,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":22096,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":22612,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":23128,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":23644,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":24160,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":24679,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":25192,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":25693,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":26207,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":26711,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":27223,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":27739,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":28255,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":28771,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":29286,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":29786,""colorHsl"":""hsl(210, 100%, 50%)""}]","[{""time_ms"":828},{""time_ms"":1750},{""time_ms"":2717},{""time_ms"":3492},{""time_ms"":4409},{""time_ms"":5474},{""time_ms"":6388},{""time_ms"":7208},{""time_ms"":8235},{""time_ms"":9290},{""time_ms"":10104},{""time_ms"":10961},{""time_ms"":11914},{""time_ms"":12831},{""time_ms"":13680},{""time_ms"":14628},{""time_ms"":15467},{""time_ms"":16331},{""time_ms"":17249},{""time_ms"":18290},{""time_ms"":19042},{""time_ms"":19885},{""time_ms"":20893},{""time_ms"":21786},{""time_ms"":22721},{""time_ms"":23602},{""time_ms"":24770},{""time_ms"":25756},{""time_ms"":26710},{""time_ms"":27565},{""time_ms"":28459},{""time_ms"":29285}]","30000","size","color-size","30004.4","3",""
"html-keyboard-response","27","337062","0.0-24.0-0.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","null","[""<div class='jspsych-display-element' style='justify-content: center; align-items: center; min-height: 80vh; width: 100%;'><div style='display: inline-block; margin: 0 auto; color: black; font-size: 2.5vh; line-height: 3.2vh; padding: 10px 200px 10px 200px; text-align: left'><p><div style='color: red; display: inline-block;'> <h1>Track Color</h1> </div> changes and <div style='color: red; display: inline-block;'> <h1>ignore Size</h1> </div> changes.</p><p>Press Enter to start the display.</p></div></div>""]","null","attendedFeatureInstr","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","28","339864","0.0-24.0-1.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","2801","[""<div class='jspsych-display-element' style='justify-content: center; align-items: center; min-height: 80vh; width: 100%;'><div style='display: inline-block; margin: 0 auto; color: black; font-size: 2.5vh; line-height: 3.2vh; padding: 10px 200px 10px 200px; text-align: left'><p><div style='color: red; display: inline-block;'> <h1>Track Color</h1> </div> changes and <div style='color: red; display: inline-block;'> <h1>ignore Size</h1> </div> changes.</p><p>Press Enter to start the display.</p></div></div>""]","enter","trialStartWaiting","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","340420","0.0-25.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","null","<p style='color: white; font-size: 50px; text-align: center'>+</p>","null","ITI","","","","","","","","","","","","","","","","","","","","",""
"rhytmicFeatureChangeTask","30","370433","0.0-26.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","","","","test","","","350","400","[50,100]","1.2","[10,20]","[60,120]","hsl(210, 100%, 50%)","80","2.625","hsl(290, 100%, 50%)","[{""timeMs"":363,""rectSize"":[60,120]},{""timeMs"":730,""rectSize"":[50,100]},{""timeMs"":1095,""rectSize"":[60,120]},{""timeMs"":1462,""rectSize"":[50,100]},{""timeMs"":1828,""rectSize"":[60,120]},{""timeMs"":2178,""rectSize"":[50,100]},{""timeMs"":2544,""rectSize"":[60,120]},{""timeMs"":2909,""rectSize"":[50,100]},{""timeMs"":3276,""rectSize"":[60,120]},{""timeMs"":3642,""rectSize"":[50,100]},{""timeMs"":4009,""rectSize"":[60,120]},{""timeMs"":4375,""rectSize"":[50,100]},{""timeMs"":4741,""rectSize"":[60,120]},{""timeMs"":5107,""rectSize"":[50,100]},{""timeMs"":5474,""rectSize"":[60,120]},{""timeMs"":5824,""rectSize"":[50,100]},{""timeMs"":6190,""rectSize"":[60,120]},{""timeMs"":6555,""rectSize"":[50,100]},{""timeMs"":6922,""rectSize"":[60,120]},{""timeMs"":7288,""rectSize"":[50,100]},{""timeMs"":7638,""rectSize"":[60,120]},{""timeMs"":8004,""rectSize"":[50,100]},{""timeMs"":8370,""rectSize"":[60,120]},{""timeMs"":8737,""rectSize"":[50,100]},{""timeMs"":9087,""rectSize"":[60,120]},{""timeMs"":9452,""rectSize"":[50,100]},{""timeMs"":9819,""rectSize"":[60,120]},{""timeMs"":10185,""rectSize"":[50,100]},{""timeMs"":10551,""rectSize"":[60,120]},{""timeMs"":10917,""rectSize"":[50,100]},{""timeMs"":11283,""rectSize"":[60,120]},{""timeMs"":11633,""rectSize"":[50,100]},{""timeMs"":11983,""rectSize"":[60,120]},{""timeMs"":12349,""rectSize"":[50,100]},{""timeMs"":12715,""rectSize"":[60,120]},{""timeMs"":13081,""rectSize"":[50,100]},{""timeMs"":13447,""rectSize"":[60,120]},{""timeMs"":13814,""rectSize"":[50,100]},{""timeMs"":14164,""rectSize"":[60,120]},{""timeMs"":14515,""rectSize"":[50,100]},{""timeMs"":14879,""rectSize"":[60,120]},{""timeMs"":15246,""rectSize"":[50,100]},{""timeMs"":15612,""rectSize"":[60,120]},{""timeMs"":15962,""rectSize"":[50,100]},{""timeMs"":16328,""rectSize"":[60,120]},{""timeMs"":16693,""rectSize"":[50,100]},{""timeMs"":17043,""rectSize"":[60,120]},{""timeMs"":17409,""rectSize"":[50,100]},{""timeMs"":17760,""rectSize"":[60,120]},{""timeMs"":18126,""rectSize"":[50,100]},{""timeMs"":18491,""rectSize"":[60,120]},{""timeMs"":18858,""rectSize"":[50,100]},{""timeMs"":19224,""rectSize"":[60,120]},{""timeMs"":19591,""rectSize"":[50,100]},{""timeMs"":19957,""rectSize"":[60,120]},{""timeMs"":20307,""rectSize"":[50,100]},{""timeMs"":20672,""rectSize"":[60,120]},{""timeMs"":21022,""rectSize"":[50,100]},{""timeMs"":21388,""rectSize"":[60,120]},{""timeMs"":21738,""rectSize"":[50,100]},{""timeMs"":22104,""rectSize"":[60,120]},{""timeMs"":22470,""rectSize"":[50,100]},{""timeMs"":22836,""rectSize"":[60,120]},{""timeMs"":23186,""rectSize"":[50,100]},{""timeMs"":23552,""rectSize"":[60,120]},{""timeMs"":23919,""rectSize"":[50,100]},{""timeMs"":24285,""rectSize"":[60,120]},{""timeMs"":24651,""rectSize"":[50,100]},{""timeMs"":25001,""rectSize"":[60,120]},{""timeMs"":25367,""rectSize"":[50,100]},{""timeMs"":25733,""rectSize"":[60,120]},{""timeMs"":26099,""rectSize"":[50,100]},{""timeMs"":26466,""rectSize"":[60,120]},{""timeMs"":26816,""rectSize"":[50,100]},{""timeMs"":27181,""rectSize"":[60,120]},{""timeMs"":27548,""rectSize"":[50,100]},{""timeMs"":27914,""rectSize"":[60,120]},{""timeMs"":28280,""rectSize"":[50,100]},{""timeMs"":28647,""rectSize"":[60,120]},{""timeMs"":29013,""rectSize"":[50,100]},{""timeMs"":29380,""rectSize"":[60,120]},{""timeMs"":29745,""rectSize"":[50,100]}]","[{""timeMs"":413,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":828,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":1245,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":1645,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":2061,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":2477,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":2893,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":3309,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":3726,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":4126,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":4542,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":4957,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":5374,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":5790,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":6206,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":6623,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":7038,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":7454,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":7854,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":8271,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":8686,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":9087,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":9503,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":9918,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":10334,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":10751,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":11152,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":11567,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":11983,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":12399,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":12799,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":13214,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":13615,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":14030,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":14446,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":14863,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":15279,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":15695,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":16112,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":16528,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":16944,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":17360,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":17776,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":18192,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":18608,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":19008,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":19424,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":19840,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":20256,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":20672,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":21088,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":21488,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":21904,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":22321,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":22737,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":23153,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":23569,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":23985,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":24401,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":24817,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":25234,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":25650,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":26066,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":26466,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":26883,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":27298,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":27715,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":28131,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":28547,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":28963,""colorHsl"":""hsl(210, 100%, 50%)""},{""timeMs"":29380,""colorHsl"":""hsl(290, 100%, 50%)""},{""timeMs"":29795,""colorHsl"":""hsl(210, 100%, 50%)""}]","[{""time_ms"":640},{""time_ms"":1400},{""time_ms"":2104},{""time_ms"":2962},{""time_ms"":3986},{""time_ms"":4829},{""time_ms"":5600},{""time_ms"":6431},{""time_ms"":7165},{""time_ms"":8011},{""time_ms"":8780},{""time_ms"":9604},{""time_ms"":10248},{""time_ms"":10927},{""time_ms"":12229},{""time_ms"":13022},{""time_ms"":13923},{""time_ms"":14719},{""time_ms"":15439},{""time_ms"":16270},{""time_ms"":17117},{""time_ms"":17962},{""time_ms"":18700},{""time_ms"":19579},{""time_ms"":20335},{""time_ms"":21147},{""time_ms"":21815},{""time_ms"":23114},{""time_ms"":23876},{""time_ms"":24741},{""time_ms"":25413},{""time_ms"":26176},{""time_ms"":27342},{""time_ms"":27956},{""time_ms"":28655},{""time_ms"":29461}]","30000","color","color-size","30011.7","4",""
"html-keyboard-response","31","370840","0.0-27.0-0.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","null","[""<div class='jspsych-display-element' style='justify-content: center; align-items: center; min-height: 80vh; width: 100%;'><div style='display: inline-block; margin: 0 auto; color: black; font-size: 2.5vh; line-height: 3.2vh; padding: 10px 200px 10px 200px; text-align: left'><p><div style='color: red; display: inline-block;'> <h1>Track Size</h1> </div> changes and <div style='color: red; display: inline-block;'> <h1>ignore Color</h1> </div> changes.</p><p>Press Enter to start the display.</p></div></div>""]","null","attendedFeatureInstr","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","375966","0.0-27.0-1.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","5125","[""<div class='jspsych-display-element' style='justify-content: center; align-items: center; min-height: 80vh; width: 100%;'><div style='display: inline-block; margin: 0 auto; color: black; font-size: 2.5vh; line-height: 3.2vh; padding: 10px 200px 10px 200px; text-align: left'><p><div style='color: red; display: inline-block;'> <h1>Track Size</h1> </div> changes and <div style='color: red; display: inline-block;'> <h1>ignore Color</h1> </div> changes.</p><p>Press Enter to start the display.</p></div></div>""]","enter","trialStartWaiting","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","33","376854","0.0-28.0","female","51","100","p1.1_65f684e029d7c63f3338aed7","November 29, 2025 at 1:45 PM","November 29, 2025 at 2:01 PM","{""browser"":""Chrome"",""version"":""142""}","null","<p style='color: white; font-size: 50px; text-align: center'>+</p>","null","ITI","","","","","","","","","","","","","","","","","","","","",""
